WAVELENGTH FLUX
2999.9 0.06147819384932518
3000.0 0.06147819384932518
3000.1 0.06147819384932518
3000.2 0.06147819384932518
3000.2999999999997 0.06147819384932518
3000.3999999999996 0.06147819384932518
3000.4999999999995 0.06147819384932518
3000.5999999999995 0.06147819384932518
3000.6999999999994 0.06147819384932518
3000.7999999999993 0.06147819384932518
3000.899999999999 0.06147819384932518
3000.999999999999 0.06147819384932518
3001.099999999999 0.06147819384932518
3001.199999999999 0.06147819384932518
3001.299999999999 0.06147819384932518
3001.3999999999987 0.06147819384932518
3001.4999999999986 0.06147819384932518
3001.5999999999985 0.06147819384932518
3001.6999999999985 0.06147819384932518
3001.7999999999984 0.06147819384932518
3001.8999999999983 0.06147819384932518
3001.999999999998 0.06147819384932518
3002.099999999998 0.06147819384932518
3002.199999999998 0.06147819384932518
3002.299999999998 0.06147819384932518
3002.399999999998 0.06147819384932518
3002.4999999999977 0.06147819384932518
3002.5999999999976 0.06147819384932518
3002.6999999999975 0.06147819384932518
3002.7999999999975 0.06147819384932518
3002.8999999999974 0.06147819384932518
3002.9999999999973 0.06147819384932518
3003.099999999997 0.06147819384932518
3003.199999999997 0.06147819384932518
3003.299999999997 0.06147819384932518
3003.399999999997 0.06147819384932518
3003.499999999997 0.06147819384932518
3003.5999999999967 0.06147819384932518
3003.6999999999966 0.06147819384932518
3003.7999999999965 0.06147819384932518
3003.8999999999965 0.06147819384932518
3003.9999999999964 0.06147819384932518
3004.0999999999963 0.06147819384932518
3004.199999999996 0.06147819384932518
3004.299999999996 0.06147819384932518
3004.399999999996 0.06147819384932518
3004.499999999996 0.06147819384932518
3004.599999999996 0.06147819384932518
3004.6999999999957 0.06147819384932518
3004.7999999999956 0.06147819384932518
3004.8999999999955 0.06147819384932518
3004.9999999999955 0.06147819384932518
3005.0999999999954 0.06147819384932518
3005.1999999999953 0.06147819384932518
3005.299999999995 0.06147819384932518
3005.399999999995 0.06147819384932518
3005.499999999995 0.06147819384932518
3005.599999999995 0.06147819384932518
3005.699999999995 0.06147819384932518
3005.7999999999947 0.06147819384932518
3005.8999999999946 0.06147819384932518
3005.9999999999945 0.06147819384932518
3006.0999999999945 0.06147819384932518
3006.1999999999944 0.06147819384932518
